text;class
— Urzędniczka zaraz poleci do Inżyniera.;discopolo
— A jak zupełnie zabronią budować?;discopolo
bezpieczny przed łapanką.;discopolo
— Maszyna przyda się firmie.;discopolo
nadziei, że uda się coś ukraść.;discopolo
— dodał przez zęby.;discopolo
— Wyprowadza się gdzie indziej.;discopolo
gadałem. Pan kierownik miał dzisiaj dać zadatek.;discopolo
i otrząsnąłem jego łapy.;discopolo
ciężko i zapatrzył się w ulicę.;discopolo
wiedziałem zupełnie, co robić.;discopolo
przerobiono na mydło.;discopolo
Powiedz, gdzie się podziały tamte prywatki;discopolo
Gdzie te tłumy ludzi i te spoko nastolatki;discopolo
Kiedyś kluby były pełne;discopolo
Nawet przed weekendem;discopolo
Dziś wszyscy nagle potracili zajawki;discopolo
Z tamtych czasów zostały tylko migawki;discopolo
Ogrom wypitej wódki i wypalonej trawki;discopolo
Robiliśmy trzodę niczym wypuszczeni z klatki;discopolo
Gdy zamykali klub okupowaliśmy ławki;discopolo
Dzisiaj już nic nie wygląda tak jak dawniej;discopolo
Z biegiem lat zniknęły stare przyjaźnie;discopolo
Parę osób na krzyż w klubie, pusty parkiet;discopolo
W rogu paru szczonów nieśmiało buja karkiem;discopolo
Jakaś pinda w kącie świeci zadkiem;discopolo
Pewnie za paczkę fajek sprzedałaby własną matkę;discopolo
Na nosie okulary, udaje panią profesor;discopolo
Uważa się za diament, wygląda na dwa pięćdziesiąt;discopolo
Wokół same ponure twarze;discopolo
Pojedynczy wykidajło pręży się przy barze;discopolo
Zgrywa cwaniaka i szuka mocnych wrażeń;discopolo
Choć w parze z dużą klatką idzie mały ptaszek;discopolo
Ej, jak to gdzie podziały się tamte prywatki;discopolo
Dziś ziomy są ojcami a kumpele to matki;discopolo
Bezpowrotnie minęły czasy beztroskiej balangi;discopolo
Dziś każdy o rodzinę, swoje jutro się martwi;discopolo
Kiedyś zajawa na balety była wielka;discopolo
Dawniej środa Alka, czwartek Blue, piątek Raport;discopolo
Dziś do mego zioma jego synek woła tato;discopolo
Ej, kuzaj pytasz mnie gdzie tamten świat;discopolo
Dziś w klubach za chuj się nie odnajduję;discopolo
Brak klimatu a muzyki nawet nie komentuję;discopolo
Gubię się w tłumie, dzisiejszej mody nie rozumiem;discopolo
W ogóle wkurwiają mnie ci przypadkowi ludzie;discopolo
Wolę z dystansem od bauns'u trzymać się z boku;discopolo
Unikam hałasu, lansu, ludzi natłoku;discopolo
Cenię swój spokój, cenię szlachetne zdrowie;discopolo
Spędzam czas z moimi ludźmi, w zaufanym gronie;discopolo
Robimy biznes, podajemy sobie dłonie;discopolo
Po ciężkim dniu pracy, leci bat w obieg;discopolo
"Miłość odchodzi" - słyszę znów z Twoich ust;discopolo
Zawsze prawda miała jakiś sens;discopolo
Te dni jak bajka, piękne jak tysiąc róż;discopolo
Ty się śmiałaś zawsze no i cześć;discopolo
Jesteś szalona, mówię Ci;discopolo
Zawsze nią byłaś, skończ już wreszcie śnić;discopolo
Nie jesteś aniołem, mówię Ci;discopolo
Jesteś szalona, mówię Ci;discopolo
Zawsze nią byłaś, skończ już wreszcie śnić;discopolo
Nie jesteś aniołem, mówię Ci;discopolo
Na pożegnanie dajesz mi uśmiech swój;discopolo
Gdy odchodzisz, wszystko burzy się;discopolo
Kochałem Cię i Twe szaleństwa mocno tak;discopolo
Ty się śmiałaś zawsze no i cześć;discopolo
Jesteś szalona, mówię Ci;discopolo
Zawsze nią byłaś, skończ już wreszcie śnić;discopolo
Nie jesteś aniołem, mówię Ci;discopolo
Jesteś szalona, mówię Ci;discopolo
Zawsze nią byłaś, skończ już wreszcie śnić;discopolo
Nie jesteś aniołem, mówię Ci;discopolo
Mul on rytmii, mul on tyylii;discopolo
Tiedät että mul on sieluu;discopolo
Mul on rytmii, mul on tyylii;discopolo
Mä tiedän että sul on sieluu;discopolo
Rytmii, mul on tyylii;discopolo
Tiedät että mul on sieluu;discopolo
Mul on rytmii, ja mul on tyylii;discopolo
Mä tiedän että sul on sieluu;discopolo
Ja sillon tanssii!;discopolo
Ja siihen freeze, ja jatketaan please;discopolo
Mul on rytmii. Mul on rytmii;discopolo
Mul on tyylii. Mul on tyylii;discopolo
Tiedät että mul on sieluu. Mul on sieluu;discopolo
Homeboy! Mul on rytmii. Mul on rytmii;discopolo
Ja mul on tyylii. Ja mul on tyylii;discopolo
Tiedän että sul on sieluu. Sul on sieluu;discopolo
Rodzina w komplecie to cud (Cud);discopolo
Dowolny pretekst, dobrych;discopolo
Dla tych, których męczy ten zimowy wczesny zmrok;discopolo
Dla dzieci, żeby nigdy nie znudziły się magią;discopolo
Lulajże, lulaj mnie;discopolo
Gwiazdo, świeć nade mną;discopolo
Żebym nigdy się nie bała;discopolo
Tego, co jest przede mną;discopolo
Dla tych, których męczy ten zimowy wczesny zmrok;discopolo
Dla dzieci, żeby nigdy nie znudziły się magią;discopolo
Halo Vienio nawija robimy to co wczoraj;discopolo
Najwięcej witaminy mają polskie dziewczyny;discopolo
Jak Andrzej Rosiewicz dla wszystkich sąsiad;discopolo
Nie wierzysz to, szoruj pokład;discopolo
Tak jak Włodek nie czuję złości;discopolo
Ze mną naprawdę poczujesz że żyjesz;discopolo
Nie wstydzisz się nie kryjesz zajawki twej;discopolo
Posłuchaj rady mej rady mej;discopolo
Alkohol jointy miła atmosfera;discopolo
Balangi kluby nocne to jest dobra bajera;discopolo
Efekt murowany spóźniłem się o rany;discopolo
Umówiłeś się z nią na dziewiątą;discopolo
Elo, elo za dużo czasu poświęcam jointom;discopolo
Więc musisz to malutka tolerować;discopolo
Bo ja lubię dużo palić i dużo rymować;discopolo
Pierdolę wszystkie towarzyskie niuanse;discopolo
I dalej was atakuję wibracje czuję;discopolo
Ja i ty mistycznie spędzone chwile;discopolo
Szeptam ci do uszka mile kobiecino;discopolo
Każda chwila z tobą to jest złoto;discopolo
Zapamiętaj bo to jest tekstu motto;discopolo
Ciuchy kupował, czas na darmo tracił;discopolo
A czas to pieniądz więc pod uwagę biorąc nie;discopolo
A wy ładny zapach drogie ciuszki;discopolo
A my deki spodnie fajka z puszki;discopolo
A wy długie włosy blond albo brązowe;discopolo
A my z-n buty sportowe;discopolo
A wy wygodne życie drogie alkohole;discopolo
A my co dzień na podwórku browar przy szkole;discopolo
A wy kosmetyczka i fryzury nowe;discopolo
A my irysy i płyty winylowe;discopolo
Najwięcej witaminy mają polskie dziewczyny;discopolo
I to jest prawda to jest fakt bo Molesta mówi tak;discopolo
Wszystko przyśniło się na zrzucie blantowym;discopolo
Potem dasz mi swój telefon, cześć;discopolo
W piątek spotkamy się w nocnym klubie;discopolo
Ty mi powiesz co lubisz ja ci powiem co lubię;discopolo
Dziewczyno blanty hip-hop dwie najlepsze rzeczy;discopolo
Bardzo nie lubię jak ktoś to kaleczy;discopolo
Co ty na to, powiedziała czemu nie;discopolo
Każdy robi co chce z molesterem jest jak w niebie;discopolo
Spojrzałem na jej ciało chyba śnię;discopolo
Pewnie, dziś za dużo blantów wypaliłem;discopolo
Albo z głupim na rozum zamieniłem;discopolo
Chwilunia wtedy dopiero sczaiłem;discopolo
Tylko wtedy gdy oddajesz się w całości;discopolo
Jestem sobą i nie czuję złości;discopolo
Lody przełamane czas na czynności;discopolo
Nie bój się jestem zdrowy delikatny;discopolo
Kurwy nie ruszam uznaję sex bezpłatny;discopolo
Na wpływ Trójkąta Bermudzkiego podatny;discopolo
Przyjdę gdy znów będziesz chciała mnie zobaczyć;discopolo
Swoją obecność dobrze umiem zaznaczyć;discopolo
Wszystko jasne nie muszę dalej tłumaczyć;discopolo
Za szerokimi spodniami niespodzianka się kryje;discopolo
Ty mnie tam pocałujesz ja cię pocałuję w szyję;discopolo
Nie ma wstydu przecież każdy tak żyje;discopolo
Możesz się okazać królowa jednej nocy;discopolo
Jak anioł stróż zawsze przyjdę ku pomocy;discopolo
Nie dam moim rękom zapomnieć twojej skóry;discopolo
Mogę cię ... lecz nie uczyć do matury;discopolo
Najwięcej witaminy mają polskie dziewczyny;discopolo
I to jest prawda to jest fakt bo Molesta mówi tak;discopolo
F do o do k do u do s na wizytówce;discopolo
W sensie, że "jaki dziś dzień?", miliony mignięć;discopolo
Wolę być chamem wiesz? Co pochytane jest;discopolo
To pochytane będzie w przyszłości zapewne też;discopolo
Być losu panem chcesz? Przestań mnie wielbić;discopolo
Ja nie przestanę mieć przejebane aż do śmierci;discopolo
Ja nie przestanę nieść przejebanie wielki diament;discopolo
Wchodzę na bit to, jakbym miał wszystko;discopolo
To jakbym miał wszystko wysadzić;discopolo
Kiedy wchodzę na bit, to po to by zabić;discopolo
Jestem terrorystą, yo!;discopolo
Mam przejebane flow i z braku laku;discopolo
Mogę za sobą pozostawić cmentarzysko wack'ów;discopolo
Będę się dalej piał, pływał po tracku;discopolo
Dla rapu robię to tak sobie, bez tematu;discopolo
To tylko słowa, mogę nimi czarować;discopolo
Twoja w tym głowa burzyć i budować od nowa coś;discopolo
Zaryzykować, nie chować głowy w piasek;discopolo
Zachować klasę, spróbować zrobić coś przed czasem;discopolo
Sprawdź to! Musi się udać! Dziś wierzę w cuda;discopolo
Masz to jak w banku, stówa!;discopolo
Sprawdź to! Trzeba zasuwać, jak Hayabusa;discopolo
Jakby się walił świat w gruzach;discopolo
Lubisz to, lubisz to;discopolo
Kiedy wchodzę na ten bit;discopolo
Kiedy wchodzę na ten bit;discopolo
Chcą być tacy jak my;discopolo
Bez filowania jaźwy;discopolo
Wiem, ze się nie nadaje jeden;discopolo
Zrób dwa kroki, odbij;discopolo
Fifer O.G tylko bardziej taki z Polski;discopolo
Suka plastik, tipsy, eksplo i starczy;discopolo
Śmiga na solarium, tylko jak są nowe lampy;discopolo
Kierwa dawajta latem do Mielna;discopolo
Będzie czarna Ewela i gruba Uła, uła;discopolo
Taki balet, każda będzie się pruła, pruła;discopolo
Najpierw będzie molo, potem mello;discopolo
Uważaj żeby ci coś tam w buzi nie utknęło;discopolo
Leci Jagiełło, Siwy sypie hajsem;discopolo
Kota w worku nie weźmie;discopolo
Poka cyce najpierw;discopolo
Suko proszę, moja pensja to de facto grosze;discopolo
Do powiedzenia nie ma nic;discopolo
Obca jej jakaś wyższa myśl;discopolo
Jedyny atut jaki ma;discopolo
Nie wierzę, ze ty to tylko;discopolo
Jedyny atut jaki masz;discopolo
Dziwny kur* jest ten świat;discopolo
Za robienie z mózgu młodym Polkom;discopolo
Wieszałbym mordo całą redakcję Cosmo;discopolo
Bravo, Popcornu i innych gówien;discopolo
Przeciwko nim, jak przeciwko komunie;discopolo
Nie jeden dzieciak chce być kur* jak wieszak;discopolo
Bo pedał wjebał taki styl na wybiegach;discopolo
Chcesz znaleźć dziewicę nie będąc pedofilem;discopolo
Powodzenia, wkładaj w ketchup – się żyje;discopolo
Pokolenie porno, rozbite jak lustro;discopolo
Będzie jeszcze gorzej;discopolo
# słoiki w pierd* warsaw shore;discopolo
Krzycz, Trybson jak Zioło i bucha mi daj;discopolo
Bo smutno patrzeć co się dzieje po rodzinach;discopolo
Idiotów, kurew coraz wiecie w tłumie;discopolo
Pozdro Roka, propsuję twój numer;discopolo
Do powiedzenia nie ma nic;discopolo
Obca jej jakaś wyższa myśl;discopolo
Jedyny atut jaki ma;discopolo
Nie wierzę, ze ty to tylko;discopolo
Jedyny atut jaki masz;discopolo
Dziwny kur* jest ten świat;discopolo
Raz, dwa, raz, dwa, trzy... jedziemy!;discopolo
Tam nad rzeką dziewczyna siedziała;discopolo
W czarne oczy miłość jej zajrzała;discopolo
Zapytał ją czy chce, czy jej podoba się;discopolo
Nie to że coś, lecz to chyba nie był ten;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki zaplatała;discopolo
Kiedy księżyc blaskiem zajrzy wszędzie;discopolo
Twój kochany znowu nie przybędzie;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki swoje zaplatała;discopolo
Uroda jest jak woda;discopolo
Nie chce poczekać tylko płynie w dal! Opa!;discopolo
Płacz dziewczyno, rzewne łzy wylewaj;discopolo
Gdzieś Ty była, kiedy było trzeba;discopolo
Miłemu śluby dać, tańczyć i wino lać;discopolo
Biedna myślała (że co) że ma jeszcze na to czas;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki zaplatała;discopolo
Kiedy księżyc blaskiem zajrzy wszędzie;discopolo
Twój kochany znowu nie przybędzie;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki swoje zaplatała;discopolo
Uroda jest jak woda;discopolo
Nie chce poczekać tylko płynie w dal!;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki zaplatała;discopolo
Kiedy księżyc blaskiem zajrzy wszędzie;discopolo
Twój kochany znowu nie przybędzie;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki swoje zaplatała;discopolo
Uroda jest jak woda;discopolo
Nie chce poczekać tylko płynie, płynie w dal!;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki zaplatała;discopolo
Kiedy księżyc blaskiem zajrzy wszędzie;discopolo
Twój kochany znowu nie przybędzie;discopolo
Mama, mama, mama ostrzegała;discopolo
Będziesz sama, sama wianki swoje zaplatała;discopolo
Uroda jest jak woda;discopolo
Nie chce poczekać tylko płynie w dal! Opa!;discopolo
Małolatki auu, małolatki są tu;discopolo
Małolatki auu, jedna już wchodzi na stół;discopolo
Małolatki auu, druga ma kusy strój;discopolo
Małolatki auu, auu, auu, auuu;discopolo
Ja wokół widzę małolatki;discopolo
Każda chce mnie jak cysia matki;discopolo
Nie, nie maleńka, plis, bez żartów;discopolo
Odbij jak nie masz nawet, lat 18-tu;discopolo
Tylko dorodne, piękne cizie;discopolo
Ty na razie jesteś level niżej;discopolo
Małolatko, proszę schowaj dekolt;discopolo
Bo do kształtnych piersi ci jeszcze daleko;discopolo
Co na to twoja mama;discopolo
Czy ona wie, ze biegasz taka rozebrana?;discopolo
Mnie to nie imponuje wcale;discopolo
Nie, nie wychodź, ja tylko świrowałem;discopolo
Małolatki auu, małolatki są tu;discopolo
Małolatki auu, jedna już wchodzi na stół;discopolo
Małolatki auu, druga ma kusy strój;discopolo
Małolatki auu, auu, auu, auuu;discopolo
Jesteś wspaniałą małolatką;discopolo
Weź swoim ciałem mnie coś zaskocz;discopolo
Patrzysz miła na mnie jak nikt;discopolo
Małolatko co ciało ma jak milf;discopolo
Miło na tobie zawiesić oko;discopolo
Bo jesteś, bo jesteś spoko foką;discopolo
Ja na takie paniusie mam metody;discopolo
Hej foczko, weź skocz ze mną do wody;discopolo
Wiele ciebie w wodzie tej nauczę;discopolo
Pokażę parę figur i parę sztuczek;discopolo
Małolatki auu, małolatki są tu;discopolo
Małolatki auu, jedna już wchodzi na stół;discopolo
Małolatki auu, druga ma kusy strój;discopolo
Małolatki auu, auu, auu, auuu;discopolo
Łoj maleńka, jak ty mnie rajcujesz;discopolo
Jest prośba, weź urodź ty mnie córę;discopolo
Jeszcze jedna, maleńka chwila;discopolo
A będę na kolanach błagał cię o syna;discopolo
Małolatki, małoletnią dziunie;discopolo
Poowijam nie pytając co u niej;discopolo
Noc do mnie, bo jesteś prze-fajna;discopolo
Małolatki auu, małolatki są tu;discopolo
Małolatki auu, jedna już wchodzi na stół;discopolo
Małolatki auu, druga ma kusy strój;discopolo
Małolatki auu, auu, auu, auuu;discopolo
Małolatki auu, małolatki są tu;discopolo
Małolatki auu, jedna już wchodzi na stół;discopolo
Małolatki auu, druga ma kusy strój;discopolo
Małolatki auu, auu, auu, auuu;discopolo
Miała tylko swoje osiemnaście lat;discopolo
Kochać tak umiała, wirował wtedy cały świat;discopolo
Codziennie zawsze razem, cały czas ona i ja;discopolo
Piliśmy razem piwo, patrzyliśmy w oczy tak;discopolo
Wszystko w niej widziałem, a ona dała to co ma;discopolo
Wtedy fruwaliśmy ile można i jak się da;discopolo
Miała wtedy osiemnaście lat;discopolo
Kochać tak umiała, wirował cały świat;discopolo
Nie było żadnych przeszkód;discopolo
Cały czas, cały czas ona i ja;discopolo
Miała tylko osiemnaście lat;discopolo
Kochać tak umiała wirował wtedy cały świat;discopolo
Piliśmy piwo i dała wtedy to co ma;discopolo
I fruwaliśmy ile można i jak się da;discopolo
Uderzam na imprezę, bo tam nie będę sam;discopolo
Zawieszam nagle oko, na widok jednej z dam;discopolo
Takiej seksownej lali, nie było dawno tu;discopolo
Jej widok mnie zniewolił, aż mi zabrakło tchu;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Tańczymy w rytmie disco, super imprezka, lans;discopolo
Przy takiej ładnej niuni zaczynam w końcu żyć;discopolo
Wiem jedno doskonale, tej nocy chcę z nią być;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Co to jest za dziewczyna?;discopolo
Co to jest za dziewczyna?;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Co to jest za dziewczyna, czy ktoś podpowie mi?;discopolo
Gdy ciało swe wygina - miód malina!;discopolo
I nie ma drugiej takiej, co ciało takie ma;discopolo
Nie mogę się powstrzymać - miód malina!;discopolo
Teraz już wszystko wiem;discopolo
Bawiłem grubo się i w Ameryce, (USA);discopolo
Gdzieś pod palmami raj;discopolo
Mówili jedź, bo tam podobno życie (ooo);discopolo
To był przepiękny czas;discopolo
Życie tętniło w nas;discopolo
Lecz to w ojczyźnie właśnie nam się przydarzyła;discopolo
Miłość, Miłość w Zakopanem;discopolo
Polewamy się szampanem;discopolo
Rycerzem jestem ja;discopolo
A ty królową nocy;discopolo
Miłość żarzy w twoje oczy;discopolo
Rozpędzona jak motocykl;discopolo
Hej wypijemy syćkie drinki aż do dna;discopolo
Cekiny błyszczą twe;discopolo
Uśmiechem kusisz mnie;discopolo
Didżej przygrywa (didżej przygrywa);discopolo
Splecione ciała dwa;discopolo
szczęście nadpływa;discopolo
Choć na parkiecie tłum;discopolo
Tu dzisiaj oprócz nas nikogo nie ma;discopolo
Cześć tu Sławomir;discopolo
A w mych ramionach Magdalena;discopolo
Miłość, Miłość w Zakopanem;discopolo
Polewamy się szampanem;discopolo
Rycerzem jestem ja;discopolo
A ty królową nocy;discopolo
Miłość żarzy w twoje oczy;discopolo
Rozpędzona jak motocykl;discopolo
Hej wypijemy syćkie drinki aż do dna;discopolo
Poranek, jasny świt,;discopolo
Głowy leciutkie, bo;discopolo
To przecież góry;discopolo
Na niebie słońce lśni;discopolo
Ty jesteś dzisiaj nim;discopolo
Przeganiasz chmury;discopolo
Buzi mi teraz daj;discopolo
A potem więcej, gdy będziemy sami;discopolo
Bo od wieczora, bejbe, znowu zaczynamy;discopolo
Miłość, Miłość w Zakopanem;discopolo
Polewamy się szampanem;discopolo
Rycerzem jestem ja;discopolo
A ty królową nocy;discopolo
Miłość żarzy w twoje oczy;discopolo
Rozpędzona jak motocykl;discopolo
Hej wypijemy syćkie drinki aż do dna;discopolo
Miłość, Miłość w Zakopanem;discopolo
Polewamy się szampanem;discopolo
Rycerzem jestem ja;discopolo
A ty królową nocy;discopolo
Miłość żarzy w twoje oczy;discopolo
Rozpędzona jak motocykl;discopolo
Hej wypijemy syćkie drinki aż do dna (aż do dna);discopolo
Nu știu, Doamne, ce-i cu ea!;discopolo
She has to marry;discopolo
He wants her body;discopolo
It's just for money;discopolo
And she's so Roma;discopolo
Her name is Mona;discopolo
It's too late now;discopolo
To refuse the crown;discopolo
Leave me alone, me alone, me alone me;discopolo
I wanna be on my own;discopolo
Leave me alone, me alone, me alone me;discopolo
I don't wanna be owned;discopolo
Leave me alone, me alone, me alone me;discopolo
I wanna be on my own;discopolo
Leave me alone, me alone, me alone me;discopolo
I don't wanna be owned;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Her parents told her;discopolo
That he's the chosen;discopolo
And ain't no better;discopolo
Was good for dagger;discopolo
They tried to hold her;discopolo
But she's much stronger;discopolo
She breaks her chain;discopolo
She means no pain;discopolo
Leave me alone, me alone, me alone me;discopolo
I wanna be on my own;discopolo
Leave me alone, me alone, me alone me;discopolo
I don't wanna be owned;discopolo
Leave me alone, me alone, me alone me;discopolo
I wanna be on my own;discopolo
Leave me alone, me alone, me alone me;discopolo
I don't wanna be owned;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Aoleu, ce să mă fac, Doamne, eu?;discopolo
Se mărită Mona mea;discopolo
Nu știu, Doamne,ce-i cu ea!;discopolo
Leave me alone, me alone, me alone me;discopolo
Leave me alone, me alone, me alone;discopolo
Leave me alone, me alone, me alone me;discopolo
Leave me alone, me alone, me alone;discopolo
Ta noc jest nasza;discopolo
Z nami chodź, wyłącz TV;discopolo
Nie marnujmy chwili;discopolo
Czarna tak jak osmolony dach co ma każdy blok;discopolo
Chłód mnie przenika do szpiku kości;discopolo
Ciemność rozgrzewa, kocham ciemności;discopolo
Tafla chodnika staje się ciemnią;discopolo
Z niebem się zlewa, zniewala głębią;discopolo
Pa, idę się przejść w pełni blasku księżyca;discopolo
Wychodzę na targ, na delikatny cień rzuca;discopolo
Słuchawki na uszach, ale nie słucham niczego;discopolo
Dlaczego? bo słucham muzyki miasta mego;discopolo
Samochodów szum przejeżdżających koło mnie;discopolo
I kaszel dziadka palącego fajkę w oknie;discopolo
Pijane towarzystwo, a po drugiej stronie;discopolo
Jest dziś zatrzymane przez policję;discopolo
Bo są mocno nie trzeźwi;discopolo
Sto metrów dalej w ciemnej podwórkowej bramie;discopolo
Odgłosy bijatyki właśnie kogoś ktoś łamie;discopolo
Muzyka mego miasta ma w sobie pełno uroku;discopolo
Słychać...powstaje nowy chrom na bloku;discopolo
Kocham słuchać gry betonowej filharmonii;discopolo
Ta noc jest moja, dla mnie prawdę odsłoni;discopolo
A ja opiszę jak wygląda moje miasto nocą;discopolo
Ta noc jest nasza z nami chodź, wyłącz TV;discopolo
To przez noc wiedzie trasa, noc czarną jak kruk;discopolo
Papieros dogasa, dalej nie marnujmy chwili;discopolo
Przez najczarniejszą salę i prowadzi nas w róg;discopolo
Dzień jak dzień, noc jak co noc;discopolo
Dla nas to pisany rym w bloku jak zakazany owoc;discopolo
Noc jak kawa sypana, co pobudza z rana;discopolo
Ta noc jest nasza, przez nas na widelec brana;discopolo
Ciemno wszędzie, słychać głosów jakiś szum;discopolo
Na ulicach mało ludzi, w klubach dudni głośny bum;discopolo
Idę dalej, latarnie widać, słupy światła;discopolo
Tli się żar w oddali, fajka mi zgasła;discopolo
Muzyka miasta wywołana ciemną stroną życia;discopolo
Dźwięki kłótni, samochodów, kogoś bicia;discopolo
To właśnie inspiruje mnie i moje uszy;discopolo
Noc, a dzień inspiracją dla mej duszy;discopolo
Ta noc jest nasza;discopolo
Z nami chodŹ, wyłącz TV;discopolo
Nie marnujmy chwili;discopolo
Ta noc jest nasza z nami chodź, wyłącz TV;discopolo
To przez noc wiedzie trasa, noc czarną jak kruk;discopolo
Papieros dogasa, dalej nie marnujmy chwili;discopolo
Przez najczarniejszą salę i prowadzi nas w róg;discopolo
Na niebie świeci księżyca pyzata twarz;discopolo
Wszystkie dzieci śpią już, a okolica czeka;discopolo
Aż na parkingu stróż dopije kawę szóstą;discopolo
A ja idę wzdłuż gdyby nie kawa by usnął;discopolo
Pyta - cóż to za postać przemyka za filarem;discopolo
W okolicy pusto jakby była pod obstrzałem;discopolo
Noce są jak lustro odbijają ciemna drugą stronę;discopolo
Spotkamy się jutro? bądź pod moim domem;discopolo
Małe światełko w jednym z okien, biała czekolada;discopolo
A łuna światła tam nad miastem jak polarne zorze;discopolo
Wtedy domy przybierają inne kształty;discopolo
Nie kwadratowe płyną jak woda ja daję głowę;discopolo
Gdy zapalisz latarnię to wszystko znika;discopolo
Wszystko wraca do normy, a stare domy do formy;discopolo
Joł czas leci, czas płynie, czas tyka;discopolo
A noc cię połyka przegryza i znika;discopolo
Normalna logika nie drwiny magika;discopolo
To Bla-Bla taktyka, to gwiazd jest fabryka;discopolo
Noc do domu wlała mi się przez okno;discopolo
Po kryjomu chciała mej twarzy dotknąć;discopolo
Jej stopy kroczą, małe sam na sam z nocą;discopolo
Choć śpię to nie śnię, chodŹ ze mną, nieś mnie;discopolo
Spacer nad miastem bez przykrych następstw;discopolo
Na skrzyżowaniu ma miejsce crash-test;discopolo
Krzyk zawisł w powietrzu bez liny;discopolo
Jeszcze czuć świeży zapach benzyny;discopolo
Na noc siły nie mają mięśnie;discopolo
Ma moc gdy do ucha cicho szepcze;discopolo
Myśli niebezpieczne co stać się kalectwem mogą;discopolo
Widzę życie mocne jak alkohol z piołunem;discopolo
Ta noc jest nasza z nami chodź, wyłącz TV;discopolo
To przez noc wiedzie trasa, noc czarną jak kruk;discopolo
Papieros dogasa, dalej nie marnujmy chwili;discopolo
Przez najczarniejszą salę i prowadzi nas w róg;discopolo
Byś tulił mnie w ramionach;discopolo
Bym była tylko Twoja;discopolo
Pragnieniem mym na zawsze jesteś Ty;discopolo
Zasypiać chcę przy Tobie;discopolo
W mym sercu poczuć ogień;discopolo
Co zrobić mam by zawsze z Tobą być;discopolo
Dzień zaczynasz prostym słowem kocham Cię;discopolo
Tym jednym gestem onieśmielasz mnie;discopolo
To Twoja gra Ty nie wiesz o tym że;discopolo
Nie wiesz o tym że;discopolo
Nieufność oddaliła serca dwa;discopolo
Nasz świat jak rozsypana talia kart;discopolo
Zagadka rozwiązała wreszcie się;discopolo
Jednak wciąż powtarzasz że;discopolo
Byś tulił mnie w ramionach;discopolo
Bym była tylko Twoja;discopolo
Pragnieniem mym na zawsze jesteś Ty;discopolo
Zasypiać chcę przy Tobie;discopolo
W mym sercu poczuć ogień;discopolo
Co robić mam by zawsze z Tobą być;discopolo
Byś tulił mnie w ramionach;discopolo
Bym była tylko Twoja;discopolo
Pragnieniem mym na zawsze jesteś Ty;discopolo
Zasypiać chcę przy Tobie;discopolo
W mym sercu poczuć ogień;discopolo
Co zrobić mam by zawsze z Tobą być;discopolo
Te puste słowa nie ruszają mnie;discopolo
W lawinie zakłamania gubisz się;discopolo
Mej naiwności nadszedł wreszcie kres;discopolo
Nadszedł wreszcie kres;discopolo
Kolejny wieczór pustka złość i żal;discopolo
W odbiciu lustra widzę Twoją twarz;discopolo
To koniec nie chcę słyszeć więcej już;discopolo
Ciągłych bzdur tych samych słów;discopolo
Byś tulił mnie w ramionach;discopolo
